housingprice_index,REF_DATE,City,Province,Housing_Type,PRICE_INDEX
2828,1987-01-01,Regina,Saskatchewan,House only,24
2829,1987-01-01,Regina,Saskatchewan,Land only,25
2830,1987-01-01,Saskatoon,Saskatchewan,House only,38
2831,1987-01-01,Saskatoon,Saskatchewan,Land only,35
2832,1987-01-01,Calgary,Alberta,House only,25
2833,1987-01-01,Calgary,Alberta,Land only,20
2834,1987-01-01,Edmonton,Alberta,House only,34
2835,1987-01-01,Edmonton,Alberta,Land only,26
2836,1987-01-01,Vancouver,British Columbia,House only,75
2837,1987-01-01,Vancouver,British Columbia,Land only,53
2838,1987-01-01,Victoria,British Columbia,House only,143
2839,1987-01-01,Victoria,British Columbia,Land only,32
2840,1987-02-01,St. John's,Newfoundland and Labrador,House only,41
2841,1987-02-01,St. John's,Newfoundland and Labrador,Land only,37
2842,1987-02-01,Halifax,Nova Scotia,House only,51
2843,1987-02-01,Halifax,Nova Scotia,Land only,53
2844,1987-02-01,Saint John,Fredericton,House only,79
2845,1987-02-01,Saint John,Fredericton,Land only,66
2846,1987-02-01,Québec,Quebec,House only,50
2847,1987-02-01,Québec,Quebec,Land only,30
2848,1987-02-01,Montréal,Quebec,House only,44
2849,1987-02-01,Montréal,Quebec,Land only,38
2850,1987-02-01,Ottawa-Gatineau,Ontario part,House only,44
2851,1987-02-01,Ottawa-Gatineau,Ontario part,Land only,55
2852,1987-02-01,Toronto,Ontario,House only,40
2853,1987-02-01,Toronto,Ontario,Land only,44
2854,1987-02-01,Hamilton,Ontario,House only,41
2855,1987-02-01,Hamilton,Ontario,Land only,60
2856,1987-02-01,St. Catharines-Niagara,Ontario,House only,42
2857,1987-02-01,St. Catharines-Niagara,Ontario,Land only,55
2858,1987-02-01,Kitchener-Cambridge-Waterloo,Ontario,House only,48
2859,1987-02-01,Kitchener-Cambridge-Waterloo,Ontario,Land only,61
2860,1987-02-01,London,Ontario,House only,43
2861,1987-02-01,London,Ontario,Land only,59
2862,1987-02-01,Windsor,Ontario,House only,75
2863,1987-02-01,Windsor,Ontario,Land only,59
2864,1987-02-01,Greater Sudbury,Ontario,House only,64
2865,1987-02-01,Greater Sudbury,Ontario,Land only,56
2866,1987-02-01,Winnipeg,Manitoba,House only,40
2867,1987-02-01,Winnipeg,Manitoba,Land only,29
2868,1987-02-01,Regina,Saskatchewan,House only,24
2869,1987-02-01,Regina,Saskatchewan,Land only,25
2870,1987-02-01,Saskatoon,Saskatchewan,House only,39
2871,1987-02-01,Saskatoon,Saskatchewan,Land only,35
2872,1987-02-01,Calgary,Alberta,House only,25
2873,1987-02-01,Calgary,Alberta,Land only,20
2874,1987-02-01,Edmonton,Alberta,House only,35
2875,1987-02-01,Edmonton,Alberta,Land only,26
2876,1987-02-01,Vancouver,British Columbia,House only,76
2877,1987-02-01,Vancouver,British Columbia,Land only,53
2878,1987-02-01,Victoria,British Columbia,House only,145
2879,1987-02-01,Victoria,British Columbia,Land only,32
2880,1987-03-01,St. John's,Newfoundland and Labrador,House only,41
2881,1987-03-01,St. John's,Newfoundland and Labrador,Land only,37
2882,1987-03-01,Halifax,Nova Scotia,House only,51
2883,1987-03-01,Halifax,Nova Scotia,Land only,53
2884,1987-03-01,Saint John,Fredericton,House only,79
2885,1987-03-01,Saint John,Fredericton,Land only,66
2886,1987-03-01,Québec,Quebec,House only,51
2887,1987-03-01,Québec,Quebec,Land only,30
2888,1987-03-01,Montréal,Quebec,House only,45
2889,1987-03-01,Montréal,Quebec,Land only,39
2890,1987-03-01,Ottawa-Gatineau,Ontario part,House only,44
2891,1987-03-01,Ottawa-Gatineau,Ontario part,Land only,55
2892,1987-03-01,Toronto,Ontario,House only,42
2893,1987-03-01,Toronto,Ontario,Land only,48
2894,1987-03-01,Hamilton,Ontario,House only,43
2895,1987-03-01,Hamilton,Ontario,Land only,60
2896,1987-03-01,St. Catharines-Niagara,Ontario,House only,44
2897,1987-03-01,St. Catharines-Niagara,Ontario,Land only,61
2898,1987-03-01,Kitchener-Cambridge-Waterloo,Ontario,House only,49
2899,1987-03-01,Kitchener-Cambridge-Waterloo,Ontario,Land only,62
2900,1987-03-01,London,Ontario,House only,44
2901,1987-03-01,London,Ontario,Land only,60
2902,1987-03-01,Windsor,Ontario,House only,75
2903,1987-03-01,Windsor,Ontario,Land only,59
2904,1987-03-01,Greater Sudbury,Ontario,House only,64
2905,1987-03-01,Greater Sudbury,Ontario,Land only,56
2906,1987-03-01,Winnipeg,Manitoba,House only,40
2907,1987-03-01,Winnipeg,Manitoba,Land only,30
2908,1987-03-01,Regina,Saskatchewan,House only,24
2909,1987-03-01,Regina,Saskatchewan,Land only,25
2910,1987-03-01,Saskatoon,Saskatchewan,House only,39
2911,1987-03-01,Saskatoon,Saskatchewan,Land only,35
2912,1987-03-01,Calgary,Alberta,House only,26
2913,1987-03-01,Calgary,Alberta,Land only,20
2914,1987-03-01,Edmonton,Alberta,House only,35
2915,1987-03-01,Edmonton,Alberta,Land only,26
2916,1987-03-01,Vancouver,British Columbia,House only,77
2917,1987-03-01,Vancouver,British Columbia,Land only,53
2918,1987-03-01,Victoria,British Columbia,House only,146
2919,1987-03-01,Victoria,British Columbia,Land only,32
2920,1987-04-01,St. John's,Newfoundland and Labrador,House only,41
2921,1987-04-01,St. John's,Newfoundland and Labrador,Land only,37
2922,1987-04-01,Halifax,Nova Scotia,House only,51
2923,1987-04-01,Halifax,Nova Scotia,Land only,53
2924,1987-04-01,Saint John,Fredericton,House only,79
2925,1987-04-01,Saint John,Fredericton,Land only,66
2926,1987-04-01,Québec,Quebec,House only,51
2927,1987-04-01,Québec,Quebec,Land only,30
2928,1987-04-01,Montréal,Quebec,House only,45
2929,1987-04-01,Montréal,Quebec,Land only,39
2930,1987-04-01,Ottawa-Gatineau,Ontario part,House only,45
2931,1987-04-01,Ottawa-Gatineau,Ontario part,Land only,56
2932,1987-04-01,Toronto,Ontario,House only,43
2933,1987-04-01,Toronto,Ontario,Land only,48
2934,1987-04-01,Hamilton,Ontario,House only,43
2935,1987-04-01,Hamilton,Ontario,Land only,60
2936,1987-04-01,St. Catharines-Niagara,Ontario,House only,44
2937,1987-04-01,St. Catharines-Niagara,Ontario,Land only,62
2938,1987-04-01,Kitchener-Cambridge-Waterloo,Ontario,House only,50
2939,1987-04-01,Kitchener-Cambridge-Waterloo,Ontario,Land only,64
2940,1987-04-01,London,Ontario,House only,44
2941,1987-04-01,London,Ontario,Land only,61
2942,1987-04-01,Windsor,Ontario,House only,76
2943,1987-04-01,Windsor,Ontario,Land only,60
2944,1987-04-01,Greater Sudbury,Ontario,House only,64
2945,1987-04-01,Greater Sudbury,Ontario,Land only,56
2946,1987-04-01,Winnipeg,Manitoba,House only,40
2947,1987-04-01,Winnipeg,Manitoba,Land only,30
2948,1987-04-01,Regina,Saskatchewan,House only,24
2949,1987-04-01,Regina,Saskatchewan,Land only,25
2950,1987-04-01,Saskatoon,Saskatchewan,House only,39
2951,1987-04-01,Saskatoon,Saskatchewan,Land only,36
2952,1987-04-01,Calgary,Alberta,House only,26
2953,1987-04-01,Calgary,Alberta,Land only,20
2954,1987-04-01,Edmonton,Alberta,House only,35
2955,1987-04-01,Edmonton,Alberta,Land only,26
2956,1987-04-01,Vancouver,British Columbia,House only,78
2957,1987-04-01,Vancouver,British Columbia,Land only,54
2958,1987-04-01,Victoria,British Columbia,House only,146
2959,1987-04-01,Victoria,British Columbia,Land only,32
2960,1987-05-01,St. John's,Newfoundland and Labrador,House only,41
2961,1987-05-01,St. John's,Newfoundland and Labrador,Land only,37
2962,1987-05-01,Halifax,Nova Scotia,House only,51
2963,1987-05-01,Halifax,Nova Scotia,Land only,54
2964,1987-05-01,Saint John,Fredericton,House only,79
2965,1987-05-01,Saint John,Fredericton,Land only,66
2966,1987-05-01,Québec,Quebec,House only,51
2967,1987-05-01,Québec,Quebec,Land only,31
2968,1987-05-01,Montréal,Quebec,House only,46
2969,1987-05-01,Montréal,Quebec,Land only,41
2970,1987-05-01,Ottawa-Gatineau,Ontario part,House only,45
2971,1987-05-01,Ottawa-Gatineau,Ontario part,Land only,58
2972,1987-05-01,Toronto,Ontario,House only,44
2973,1987-05-01,Toronto,Ontario,Land only,49
2974,1987-05-01,Hamilton,Ontario,House only,43
2975,1987-05-01,Hamilton,Ontario,Land only,60
2976,1987-05-01,St. Catharines-Niagara,Ontario,House only,44
2977,1987-05-01,St. Catharines-Niagara,Ontario,Land only,62
2978,1987-05-01,Kitchener-Cambridge-Waterloo,Ontario,House only,50
2979,1987-05-01,Kitchener-Cambridge-Waterloo,Ontario,Land only,64
2980,1987-05-01,London,Ontario,House only,45
2981,1987-05-01,London,Ontario,Land only,64
2982,1987-05-01,Windsor,Ontario,House only,77
2983,1987-05-01,Windsor,Ontario,Land only,60
2984,1987-05-01,Greater Sudbury,Ontario,House only,64
2985,1987-05-01,Greater Sudbury,Ontario,Land only,56
2986,1987-05-01,Winnipeg,Manitoba,House only,40
2987,1987-05-01,Winnipeg,Manitoba,Land only,30
2988,1987-05-01,Regina,Saskatchewan,House only,24
2989,1987-05-01,Regina,Saskatchewan,Land only,25
2990,1987-05-01,Saskatoon,Saskatchewan,House only,39
2991,1987-05-01,Saskatoon,Saskatchewan,Land only,36
2992,1987-05-01,Calgary,Alberta,House only,26
2993,1987-05-01,Calgary,Alberta,Land only,21
2994,1987-05-01,Edmonton,Alberta,House only,35
2995,1987-05-01,Edmonton,Alberta,Land only,26
2996,1987-05-01,Vancouver,British Columbia,House only,78
2997,1987-05-01,Vancouver,British Columbia,Land only,54
2998,1987-05-01,Victoria,British Columbia,House only,146
2999,1987-05-01,Victoria,British Columbia,Land only,32
3000,1987-06-01,St. John's,Newfoundland and Labrador,House only,41
3001,1987-06-01,St. John's,Newfoundland and Labrador,Land only,37
3002,1987-06-01,Halifax,Nova Scotia,House only,52
3003,1987-06-01,Halifax,Nova Scotia,Land only,54
3004,1987-06-01,Saint John,Fredericton,House only,79
3005,1987-06-01,Saint John,Fredericton,Land only,66
3006,1987-06-01,Québec,Quebec,House only,51
3007,1987-06-01,Québec,Quebec,Land only,31
3008,1987-06-01,Montréal,Quebec,House only,46
3009,1987-06-01,Montréal,Quebec,Land only,41
3010,1987-06-01,Ottawa-Gatineau,Ontario part,House only,45
3011,1987-06-01,Ottawa-Gatineau,Ontario part,Land only,59
3012,1987-06-01,Toronto,Ontario,House only,44
3013,1987-06-01,Toronto,Ontario,Land only,48
3014,1987-06-01,Hamilton,Ontario,House only,44
3015,1987-06-01,Hamilton,Ontario,Land only,61
3016,1987-06-01,St. Catharines-Niagara,Ontario,House only,44
3017,1987-06-01,St. Catharines-Niagara,Ontario,Land only,62
3018,1987-06-01,Kitchener-Cambridge-Waterloo,Ontario,House only,51
3019,1987-06-01,Kitchener-Cambridge-Waterloo,Ontario,Land only,66
3020,1987-06-01,London,Ontario,House only,45
3021,1987-06-01,London,Ontario,Land only,64
3022,1987-06-01,Windsor,Ontario,House only,77
3023,1987-06-01,Windsor,Ontario,Land only,60
3024,1987-06-01,Greater Sudbury,Ontario,House only,72
3025,1987-06-01,Greater Sudbury,Ontario,Land only,60
3026,1987-06-01,Winnipeg,Manitoba,House only,40
3027,1987-06-01,Winnipeg,Manitoba,Land only,30
3028,1987-06-01,Regina,Saskatchewan,House only,25
3029,1987-06-01,Regina,Saskatchewan,Land only,25
3030,1987-06-01,Saskatoon,Saskatchewan,House only,39
3031,1987-06-01,Saskatoon,Saskatchewan,Land only,36
3032,1987-06-01,Calgary,Alberta,House only,26
3033,1987-06-01,Calgary,Alberta,Land only,21
3034,1987-06-01,Edmonton,Alberta,House only,35
3035,1987-06-01,Edmonton,Alberta,Land only,26
3036,1987-06-01,Vancouver,British Columbia,House only,78
3037,1987-06-01,Vancouver,British Columbia,Land only,54
3038,1987-06-01,Victoria,British Columbia,House only,146
3039,1987-06-01,Victoria,British Columbia,Land only,32
3040,1987-07-01,St. John's,Newfoundland and Labrador,House only,42
3041,1987-07-01,St. John's,Newfoundland and Labrador,Land only,37
3042,1987-07-01,Halifax,Nova Scotia,House only,52
3043,1987-07-01,Halifax,Nova Scotia,Land only,54
3044,1987-07-01,Saint John,Fredericton,House only,79
3045,1987-07-01,Saint John,Fredericton,Land only,66
3046,1987-07-01,Québec,Quebec,House only,51
3047,1987-07-01,Québec,Quebec,Land only,31
3048,1987-07-01,Montréal,Quebec,House only,46
3049,1987-07-01,Montréal,Quebec,Land only,41
3050,1987-07-01,Ottawa-Gatineau,Ontario part,House only,45
3051,1987-07-01,Ottawa-Gatineau,Ontario part,Land only,60
3052,1987-07-01,Toronto,Ontario,House only,44
3053,1987-07-01,Toronto,Ontario,Land only,49
3054,1987-07-01,Hamilton,Ontario,House only,44
3055,1987-07-01,Hamilton,Ontario,Land only,61
3056,1987-07-01,St. Catharines-Niagara,Ontario,House only,45
3057,1987-07-01,St. Catharines-Niagara,Ontario,Land only,62
3058,1987-07-01,Kitchener-Cambridge-Waterloo,Ontario,House only,52
3059,1987-07-01,Kitchener-Cambridge-Waterloo,Ontario,Land only,66
3060,1987-07-01,London,Ontario,House only,45
3061,1987-07-01,London,Ontario,Land only,64
3062,1987-07-01,Windsor,Ontario,House only,77
3063,1987-07-01,Windsor,Ontario,Land only,60
3064,1987-07-01,Greater Sudbury,Ontario,House only,72
3065,1987-07-01,Greater Sudbury,Ontario,Land only,61
3066,1987-07-01,Winnipeg,Manitoba,House only,40
3067,1987-07-01,Winnipeg,Manitoba,Land only,31
3068,1987-07-01,Regina,Saskatchewan,House only,25
3069,1987-07-01,Regina,Saskatchewan,Land only,25
3070,1987-07-01,Saskatoon,Saskatchewan,House only,39
3071,1987-07-01,Saskatoon,Saskatchewan,Land only,36
3072,1987-07-01,Calgary,Alberta,House only,26
3073,1987-07-01,Calgary,Alberta,Land only,22
3074,1987-07-01,Edmonton,Alberta,House only,35
3075,1987-07-01,Edmonton,Alberta,Land only,26
3076,1987-07-01,Vancouver,British Columbia,House only,78
3077,1987-07-01,Vancouver,British Columbia,Land only,54
3078,1987-07-01,Victoria,British Columbia,House only,147
3079,1987-07-01,Victoria,British Columbia,Land only,32
3080,1987-08-01,St. John's,Newfoundland and Labrador,House only,42
3081,1987-08-01,St. John's,Newfoundland and Labrador,Land only,37
3082,1987-08-01,Halifax,Nova Scotia,House only,52
3083,1987-08-01,Halifax,Nova Scotia,Land only,55
3084,1987-08-01,Saint John,Fredericton,House only,79
3085,1987-08-01,Saint John,Fredericton,Land only,66
3086,1987-08-01,Québec,Quebec,House only,52
3087,1987-08-01,Québec,Quebec,Land only,31
3088,1987-08-01,Montréal,Quebec,House only,47
3089,1987-08-01,Montréal,Quebec,Land only,43
3090,1987-08-01,Ottawa-Gatineau,Ontario part,House only,45
3091,1987-08-01,Ottawa-Gatineau,Ontario part,Land only,60
3092,1987-08-01,Toronto,Ontario,House only,44
3093,1987-08-01,Toronto,Ontario,Land only,49
3094,1987-08-01,Hamilton,Ontario,House only,46
3095,1987-08-01,Hamilton,Ontario,Land only,62
3096,1987-08-01,St. Catharines-Niagara,Ontario,House only,45
3097,1987-08-01,St. Catharines-Niagara,Ontario,Land only,62
3098,1987-08-01,Kitchener-Cambridge-Waterloo,Ontario,House only,53
3099,1987-08-01,Kitchener-Cambridge-Waterloo,Ontario,Land only,68
3100,1987-08-01,London,Ontario,House only,45
3101,1987-08-01,London,Ontario,Land only,66
3102,1987-08-01,Windsor,Ontario,House only,77
3103,1987-08-01,Windsor,Ontario,Land only,60
3104,1987-08-01,Greater Sudbury,Ontario,House only,72
3105,1987-08-01,Greater Sudbury,Ontario,Land only,61
3106,1987-08-01,Winnipeg,Manitoba,House only,40
3107,1987-08-01,Winnipeg,Manitoba,Land only,31
3108,1987-08-01,Regina,Saskatchewan,House only,25
3109,1987-08-01,Regina,Saskatchewan,Land only,25
3110,1987-08-01,Saskatoon,Saskatchewan,House only,39
3111,1987-08-01,Saskatoon,Saskatchewan,Land only,36
3112,1987-08-01,Calgary,Alberta,House only,26
3113,1987-08-01,Calgary,Alberta,Land only,22
3114,1987-08-01,Edmonton,Alberta,House only,36
3115,1987-08-01,Edmonton,Alberta,Land only,27
3116,1987-08-01,Vancouver,British Columbia,House only,78
3117,1987-08-01,Vancouver,British Columbia,Land only,54
3118,1987-08-01,Victoria,British Columbia,House only,149
3119,1987-08-01,Victoria,British Columbia,Land only,34
3120,1987-09-01,St. John's,Newfoundland and Labrador,House only,42
3121,1987-09-01,St. John's,Newfoundland and Labrador,Land only,37
3122,1987-09-01,Halifax,Nova Scotia,House only,52
3123,1987-09-01,Halifax,Nova Scotia,Land only,55
3124,1987-09-01,Saint John,Fredericton,House only,79
3125,1987-09-01,Saint John,Fredericton,Land only,66
3126,1987-09-01,Québec,Quebec,House only,52
3127,1987-09-01,Québec,Quebec,Land only,32
3128,1987-09-01,Montréal,Quebec,House only,48
3129,1987-09-01,Montréal,Quebec,Land only,44
3130,1987-09-01,Ottawa-Gatineau,Ontario part,House only,45
3131,1987-09-01,Ottawa-Gatineau,Ontario part,Land only,60
3132,1987-09-01,Toronto,Ontario,House only,44
3133,1987-09-01,Toronto,Ontario,Land only,51
3134,1987-09-01,Hamilton,Ontario,House only,46
3135,1987-09-01,Hamilton,Ontario,Land only,70
3136,1987-09-01,St. Catharines-Niagara,Ontario,House only,45
3137,1987-09-01,St. Catharines-Niagara,Ontario,Land only,62
3138,1987-09-01,Kitchener-Cambridge-Waterloo,Ontario,House only,53
3139,1987-09-01,Kitchener-Cambridge-Waterloo,Ontario,Land only,69
3140,1987-09-01,London,Ontario,House only,45
3141,1987-09-01,London,Ontario,Land only,66
3142,1987-09-01,Windsor,Ontario,House only,77
3143,1987-09-01,Windsor,Ontario,Land only,60
3144,1987-09-01,Greater Sudbury,Ontario,House only,72
3145,1987-09-01,Greater Sudbury,Ontario,Land only,61
3146,1987-09-01,Winnipeg,Manitoba,House only,40
3147,1987-09-01,Winnipeg,Manitoba,Land only,31
3148,1987-09-01,Regina,Saskatchewan,House only,25
3149,1987-09-01,Regina,Saskatchewan,Land only,25
3150,1987-09-01,Saskatoon,Saskatchewan,House only,39
3151,1987-09-01,Saskatoon,Saskatchewan,Land only,36
3152,1987-09-01,Calgary,Alberta,House only,26
3153,1987-09-01,Calgary,Alberta,Land only,22
3154,1987-09-01,Edmonton,Alberta,House only,36
3155,1987-09-01,Edmonton,Alberta,Land only,27
3156,1987-09-01,Vancouver,British Columbia,House only,79
3157,1987-09-01,Vancouver,British Columbia,Land only,55
3158,1987-09-01,Victoria,British Columbia,House only,149
3159,1987-09-01,Victoria,British Columbia,Land only,34
3160,1987-10-01,St. John's,Newfoundland and Labrador,House only,42
3161,1987-10-01,St. John's,Newfoundland and Labrador,Land only,38
3162,1987-10-01,Halifax,Nova Scotia,House only,52
3163,1987-10-01,Halifax,Nova Scotia,Land only,55
3164,1987-10-01,Saint John,Fredericton,House only,79
3165,1987-10-01,Saint John,Fredericton,Land only,66
3166,1987-10-01,Québec,Quebec,House only,53
3167,1987-10-01,Québec,Quebec,Land only,32
3168,1987-10-01,Montréal,Quebec,House only,48
3169,1987-10-01,Montréal,Quebec,Land only,45
3170,1987-10-01,Ottawa-Gatineau,Ontario part,House only,46
3171,1987-10-01,Ottawa-Gatineau,Ontario part,Land only,61
3172,1987-10-01,Toronto,Ontario,House only,44
3173,1987-10-01,Toronto,Ontario,Land only,51
3174,1987-10-01,Hamilton,Ontario,House only,46
3175,1987-10-01,Hamilton,Ontario,Land only,70
3176,1987-10-01,St. Catharines-Niagara,Ontario,House only,45
3177,1987-10-01,St. Catharines-Niagara,Ontario,Land only,62
3178,1987-10-01,Kitchener-Cambridge-Waterloo,Ontario,House only,53
3179,1987-10-01,Kitchener-Cambridge-Waterloo,Ontario,Land only,69
3180,1987-10-01,London,Ontario,House only,45
3181,1987-10-01,London,Ontario,Land only,66
3182,1987-10-01,Windsor,Ontario,House only,77
3183,1987-10-01,Windsor,Ontario,Land only,60
3184,1987-10-01,Greater Sudbury,Ontario,House only,72
3185,1987-10-01,Greater Sudbury,Ontario,Land only,61
3186,1987-10-01,Winnipeg,Manitoba,House only,40
3187,1987-10-01,Winnipeg,Manitoba,Land only,31
3188,1987-10-01,Regina,Saskatchewan,House only,25
3189,1987-10-01,Regina,Saskatchewan,Land only,25
3190,1987-10-01,Saskatoon,Saskatchewan,House only,39
3191,1987-10-01,Saskatoon,Saskatchewan,Land only,36
3192,1987-10-01,Calgary,Alberta,House only,27
3193,1987-10-01,Calgary,Alberta,Land only,22
3194,1987-10-01,Edmonton,Alberta,House only,36
3195,1987-10-01,Edmonton,Alberta,Land only,27
3196,1987-10-01,Vancouver,British Columbia,House only,79
3197,1987-10-01,Vancouver,British Columbia,Land only,55
3198,1987-10-01,Victoria,British Columbia,House only,150
3199,1987-10-01,Victoria,British Columbia,Land only,34
3200,1987-11-01,St. John's,Newfoundland and Labrador,House only,42
3201,1987-11-01,St. John's,Newfoundland and Labrador,Land only,38
3202,1987-11-01,Halifax,Nova Scotia,House only,52
3203,1987-11-01,Halifax,Nova Scotia,Land only,56
